,Aspect,Document,Sentiment,Dataset
517,LAPTOP#QUALITY,"First, when I move the screen to put it in tablet position, the hinge doesn't seem totally solid.",,EN_LAPT_SB1_TEST_.B.csv
518,LAPTOP#QUALITY,"I feel like I need to be really gentle with it, but maybe that's just me.",,EN_LAPT_SB1_TEST_.B.csv
528,LAPTOP#QUALITY,"3. No anti spyware needed, never had a virus and I never will",,EN_LAPT_SB1_TEST_.B.csv
529,LAPTOP#QUALITY,4. build solid and durable,,EN_LAPT_SB1_TEST_.B.csv
538,LAPTOP#QUALITY,This laptop will last you a half decade if not a full decade.,,EN_LAPT_SB1_TEST_.B.csv
539,LAPTOP#QUALITY,Soon I will be hitting the 5 year mark and I think this thing can make it another 5 in my opinion.,,EN_LAPT_SB1_TEST_.B.csv
561,LAPTOP#QUALITY,"Also, the laptop is quite, no more burnt laps, best screen display, and small additions like backlit keyboard wins your heart over.",,EN_LAPT_SB1_TEST_.B.csv
565,LAPTOP#QUALITY,Only thing I dislike is that everything for Mac is expensive but I guess you pay for quality!,,EN_LAPT_SB1_TEST_.B.csv
581,LAPTOP#QUALITY,"Durability: My computer has fallen from small heights and has had a few spills on it, but has had no lasting damage to the console with only a light plastic case on it.",,EN_LAPT_SB1_TEST_.B.csv
632,LAPTOP#QUALITY,It feels very well built.,,EN_LAPT_SB1_TEST_.B.csv
633,LAPTOP#QUALITY,The metal is very expensive feeling.,,EN_LAPT_SB1_TEST_.B.csv
661,LAPTOP#QUALITY,I received a dud and have had nothing but problems since right after I purchased this horrible machine.,,EN_LAPT_SB1_TEST_.B.csv
671,LAPTOP#QUALITY,"They have now basically replaced everything inside my machine, told me there was a problem with the hardware, so I now have a &amp;#34;refurbished&amp;#34; machine.",,EN_LAPT_SB1_TEST_.B.csv
688,LAPTOP#QUALITY,I am happy with the feel the speed and the seamless transition to the MAC!,,EN_LAPT_SB1_TEST_.B.csv
703,LAPTOP#QUALITY,This Mac will last longer than any other simply because it is the easiest to upgrade and repair.,,EN_LAPT_SB1_TEST_.B.csv
717,LAPTOP#QUALITY,This machine has made me go there 5 times and has been nothing but a continuous problem.,,EN_LAPT_SB1_TEST_.B.csv
719,LAPTOP#QUALITY,(It's a lemon).,,EN_LAPT_SB1_TEST_.B.csv
792,LAPTOP#QUALITY,"I've had it for more than a year, and I've found that no anti-virus software is needed, as long as you don't download anything without being 100% sure that it's from a legitimate source.",,EN_LAPT_SB1_TEST_.B.csv
30,AMBIENCE#GENERAL,"The decor is night tho...but they REALLY need to clean that vent in the ceiling...its quite un-appetizing, and kills your effort to make this place look sleek and modern.",negative,ABSA16_Restaurants_Train_SB1_v2.csv
40,AMBIENCE#GENERAL,Ambiance- relaxed and stylish.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
67,AMBIENCE#GENERAL,Quite simply it's like stepping out of Manhattan and into a haven of tranquility.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
82,AMBIENCE#GENERAL,"The ambience is pretty and nice for conversation, so a casual lunch here would probably be best.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
87,AMBIENCE#GENERAL,"Once you step into Cosette, you're miraculously in a small, off-the-beaten path Parisian bistro.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
88,AMBIENCE#GENERAL,"This tiny restaurant is as cozy as it gets, with that certain Parisian flair.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
90,AMBIENCE#GENERAL,"However, go for the ambience, and consider the food just a companion for a trip across the world!",positive,ABSA16_Restaurants_Train_SB1_v2.csv
153,AMBIENCE#GENERAL,Very cozy and warm inside.....,positive,ABSA16_Restaurants_Train_SB1_v2.csv
156,AMBIENCE#GENERAL,The place is small and cramped but the food is fantastic.,negative,ABSA16_Restaurants_Train_SB1_v2.csv
161,AMBIENCE#GENERAL,"The atmosphere isn't the greatest , but I suppose that's how they keep the prices down .",neutral,ABSA16_Restaurants_Train_SB1_v2.csv
174,AMBIENCE#GENERAL,First went here to enjoy their garden terrace.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
177,AMBIENCE#GENERAL,"Admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
179,AMBIENCE#GENERAL,"It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.",neutral,ABSA16_Restaurants_Train_SB1_v2.csv
187,AMBIENCE#GENERAL,I'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
200,AMBIENCE#GENERAL,Downstairs lounge is always a good attraction,positive,ABSA16_Restaurants_Train_SB1_v2.csv
201,AMBIENCE#GENERAL,"Raga's is a romantic, cozy restaurant.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
220,AMBIENCE#GENERAL,"Inside is a little cramped, but to be expected.",neutral,ABSA16_Restaurants_Train_SB1_v2.csv
260,AMBIENCE#GENERAL,Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
266,AMBIENCE#GENERAL,"The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
268,AMBIENCE#GENERAL,"The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
274,AMBIENCE#GENERAL,The restaurant is cute but not upscale.,neutral,ABSA16_Restaurants_Train_SB1_v2.csv
282,AMBIENCE#GENERAL,The place's decor and hidden bathrooms made for a good laugh.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
287,AMBIENCE#GENERAL,The entertainment was great they have shows that go on through out the dinner.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
307,AMBIENCE#GENERAL,"There's nice and quiet, small but enough for 6 (or more).",positive,ABSA16_Restaurants_Train_SB1_v2.csv
313,AMBIENCE#GENERAL,"It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.",negative,ABSA16_Restaurants_Train_SB1_v2.csv
319,AMBIENCE#GENERAL,"great for a romantic evening, or a fun evening with friends...",positive,ABSA16_Restaurants_Train_SB1_v2.csv
331,AMBIENCE#GENERAL,"Great vibe, lots of people.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
334,AMBIENCE#GENERAL,"I didn't complain, I liked the atmosphere so much.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
338,AMBIENCE#GENERAL,"Ambience is so cute and quaint, good for business although we were there on vacation.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
351,AMBIENCE#GENERAL,The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.,negative,ABSA16_Restaurants_Train_SB1_v2.csv
390,AMBIENCE#GENERAL,"Ambience is delightful, service impeccable.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
399,AMBIENCE#GENERAL,It's a small cute restaurant.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
402,AMBIENCE#GENERAL,"I like the ambience, it's very dark and original.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
407,AMBIENCE#GENERAL,Very affordable and excellent ambient!,positive,ABSA16_Restaurants_Train_SB1_v2.csv
411,AMBIENCE#GENERAL,"However, I think this place is a good hang out spot.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
415,AMBIENCE#GENERAL,It is one the nicest outdoor restaurants I have ever seen in NY--I am from Italy and this place rivals the ones in my country.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
419,AMBIENCE#GENERAL,"First of all, this place is *not* romantic, as claimed by Citysearch's editorial review.",negative,ABSA16_Restaurants_Train_SB1_v2.csv
420,AMBIENCE#GENERAL,"Either that, or the editor's idea of romance must be sharing a conversation with the next table, while trying to speak louder than the traffic on 57th.",negative,ABSA16_Restaurants_Train_SB1_v2.csv
421,AMBIENCE#GENERAL,"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.",negative,ABSA16_Restaurants_Train_SB1_v2.csv
446,AMBIENCE#GENERAL,The dining room is quietly elegant with no music to shout over -- how refreshing!,positive,ABSA16_Restaurants_Train_SB1_v2.csv
477,AMBIENCE#GENERAL,"The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse.",neutral,ABSA16_Restaurants_Train_SB1_v2.csv
480,AMBIENCE#GENERAL,This place is so much fun.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
489,AMBIENCE#GENERAL,It is a lot of fun with live entertainment and all kinds of Disney type special effects.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
493,AMBIENCE#GENERAL,The place is a lot of fun.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
495,AMBIENCE#GENERAL,The characters really make for an enjoyable experience.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
524,AMBIENCE#GENERAL,Zero ambiance to boot.,negative,ABSA16_Restaurants_Train_SB1_v2.csv
527,AMBIENCE#GENERAL,"The ambience was nice, but service wasn't so great.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
532,AMBIENCE#GENERAL,"The atmosphere is nothing special, but it feels like a Sushi establishment in Tokyo.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
552,AMBIENCE#GENERAL,A little noise but I think that was because of our party!,neutral,ABSA16_Restaurants_Train_SB1_v2.csv
561,AMBIENCE#GENERAL,Check out the secret back room.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
591,AMBIENCE#GENERAL,Decor is nice though service can be spotty.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
640,AMBIENCE#GENERAL,"Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
645,AMBIENCE#GENERAL,The seats are uncomfortable if you are sitting against the wall on wooden benches.,negative,ABSA16_Restaurants_Train_SB1_v2.csv
647,AMBIENCE#GENERAL,Patroon features a nice cigar bar and has great staff.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
688,AMBIENCE#GENERAL,I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
705,AMBIENCE#GENERAL,"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
716,AMBIENCE#GENERAL,"Excellent atmosphere, delicious dishes good and friendly service.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
726,AMBIENCE#GENERAL,"If the weather is nice, try to snag an outside table.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
740,AMBIENCE#GENERAL,"We ate out in the back patio, which is worth it as it's cool and the music is hear well there.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
744,AMBIENCE#GENERAL,The place was nice and calm.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
766,AMBIENCE#GENERAL,"THe back garden sitting area is very pleasant, where you can see their personal herb garden.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
843,AMBIENCE#GENERAL,"The blond wood decor is very soothing, the premium sake is excellent and the service is great.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
865,AMBIENCE#GENERAL,"Even if the food wasn't this good, the garden is a great place to sit outside and relax.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
879,AMBIENCE#GENERAL,"The atmosphere is unheralded, the service impecible, and the food magnificant.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
882,AMBIENCE#GENERAL,"This is such a lovely, peaceful place to eat outside.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
933,AMBIENCE#GENERAL,"Well, this place is so Ghetto its not even funny.",negative,ABSA16_Restaurants_Train_SB1_v2.csv
940,AMBIENCE#GENERAL,Great atmoshere and worth every bit.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
954,AMBIENCE#GENERAL,The place was quiet and delightful.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
961,AMBIENCE#GENERAL,"But the best part about LS is the late night atmosphere, delightfully free of the BTs.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
963,AMBIENCE#GENERAL,"The in-house lady DJ on Saturday nights has outrageously good taste in music, and moreover, takes requests.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
971,AMBIENCE#GENERAL,In summer-eat outside on a terrace (another great feature of Suan)!!!,positive,ABSA16_Restaurants_Train_SB1_v2.csv
980,AMBIENCE#GENERAL,The setting is casual and romantic.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1025,AMBIENCE#GENERAL,This place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1030,AMBIENCE#GENERAL,"also it's great to have dinner in a very romantic and confortable place, the service it's just perfect...they're so frendly that we never want to live the place!",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1042,AMBIENCE#GENERAL,The place itself is beautiful the bar scene seems to be happening.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1047,AMBIENCE#GENERAL,"The restaurant has a Family feel, not least with regard to the portions which are enormous; the veal alone could have single-handedly solved third world famine.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1052,AMBIENCE#GENERAL,Cute and decorative.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1054,AMBIENCE#GENERAL,Go there to relax and feel like your somewhere else.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1068,AMBIENCE#GENERAL,Not the typical NYC gimmick theme restaurant.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1069,AMBIENCE#GENERAL,"A cool bar with great food, and tons of excellent beer.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1079,AMBIENCE#GENERAL,Cozy romantic atomosphere with only around 15 tables at most.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1082,AMBIENCE#GENERAL,Go here for a romantic dinner but not for an all out wow dining experience.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1102,AMBIENCE#GENERAL,"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1104,AMBIENCE#GENERAL,"I can't wait for summer, when they serve outside on their gigantic patio.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1117,AMBIENCE#GENERAL,Warm and friendly in the winter and terrific outdoor seating in the warmer months.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1122,AMBIENCE#GENERAL,"While the ambiance and atmosphere were great, the food and service could have been a lot better.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1150,AMBIENCE#GENERAL,Don't waste money on decor.,neutral,ABSA16_Restaurants_Train_SB1_v2.csv
1154,AMBIENCE#GENERAL,The design and atmosphere is just as good.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1160,AMBIENCE#GENERAL,"Nice atmosphere, the service was very pleasant and the desert was good.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1163,AMBIENCE#GENERAL,The jukebox plays everything from Italian Opera to The Strokes.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1165,AMBIENCE#GENERAL,"Best of all is the warm vibe, the owner is super friendly and service is fast.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1177,AMBIENCE#GENERAL,"Toons has recently been redone, so it's now a very attractive space.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1180,AMBIENCE#GENERAL,"Went here last night - nice decor, good service, but the food was surprisingly excellent.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1193,AMBIENCE#GENERAL,"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1194,AMBIENCE#GENERAL,Indoor was very cozy and cute.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1204,AMBIENCE#GENERAL,The decor is very simple but comfortable.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1225,AMBIENCE#GENERAL,"whoever the jazz duo was, they were on POINT.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1226,AMBIENCE#GENERAL,"good music, great food, speedy service affordable prices.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1232,AMBIENCE#GENERAL,Atmosphere is nice and relaxed too...,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1242,AMBIENCE#GENERAL,"Fabulous decor - makes you feel like you're in a trendy Manhattan restaurant, very very good food, cheaply-priced, generally friendly staff, and if you're a Manhattanite, or spend most of your time in Manhattan, Rice Avenue will make you feel at home.....very Soho/Village/Upper West Side minus the expensive prices and pretentious clientele.....all on Roosevelt Avenue!",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1270,AMBIENCE#GENERAL,"The vibe is very relaxed and cozy, service was great and the food was excellent!",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1282,AMBIENCE#GENERAL,"Love the scene first off- the place has a character and nice light to it..very fortunate, location wise.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1298,AMBIENCE#GENERAL,"To me it exemplifies Soho, cute, artsy, interesting.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1302,AMBIENCE#GENERAL,LOVE the atmosphere - felt like I was in Paris.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1307,AMBIENCE#GENERAL,"I've also been amazed at all the new additions in the past few years: A new Jazz Bar, the most fantastic Dining Garden, the Best Thin Crust Pizzas, and now a Lasagna Menu which is to die for (these are not your average lasagnas)!",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1333,AMBIENCE#GENERAL,I was visiting New York City with a friend and we discovered this really warm and inviting restaurant.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1363,AMBIENCE#GENERAL,Great place to relax and enjoy your dinner,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1364,AMBIENCE#GENERAL,There is something about their atmosphere that makes me come back nearly every week.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1416,AMBIENCE#GENERAL,"An unpretentious spot in Park Slope, the sushi is consistently good, the service is pleasant, effective and unassuming.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1417,AMBIENCE#GENERAL,"In the summer months, the back garden area is really nice.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1440,AMBIENCE#GENERAL,I highly recommend this beautiful place.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1452,AMBIENCE#GENERAL,A beautifully designed dreamy Egyptian restaurant that gets sceney at night.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1454,AMBIENCE#GENERAL,"Oh, and there's hookah.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1466,AMBIENCE#GENERAL,Decor needs to be upgraded but the food is amazing!,negative,ABSA16_Restaurants_Train_SB1_v2.csv
1482,AMBIENCE#GENERAL,It is so romantic.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1483,AMBIENCE#GENERAL,"Its dark, and cozy.. there is always jazz music playing when we go.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1484,AMBIENCE#GENERAL,Most of the booths allow you to sit next to eachother without looking like 'that' couple.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1491,AMBIENCE#GENERAL,Everyone raved about the atmosphere (elegant rooms and absolutely incomparable views) and the fabulous food!,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1504,AMBIENCE#GENERAL,"oh speaking of bathroom , the mens bathroom was disgusting.",negative,ABSA16_Restaurants_Train_SB1_v2.csv
1505,AMBIENCE#GENERAL,"The floor was wet, the trash can filled with hand towels n all over the floor, no soap, and no hand towels left.",negative,ABSA16_Restaurants_Train_SB1_v2.csv
1517,AMBIENCE#GENERAL,"short and sweet – seating is great:it's romantic,cozy and private.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1518,AMBIENCE#GENERAL,The boths are not as small as some of the reviews make them out to look they're perfect for 2 people.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1522,AMBIENCE#GENERAL,Over all the looks of the place exceeds the actual meals.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1540,AMBIENCE#GENERAL,Highly impressed from the decor to the food to the hospitality to the great night I had!,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1543,AMBIENCE#GENERAL,We were drawn into the belly dancing show that captivated the crowd.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1564,AMBIENCE#GENERAL,The atmosphere is relaxed and casual.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1578,AMBIENCE#GENERAL,Mazing interior.,negative,ABSA16_Restaurants_Train_SB1_v2.csv
1581,AMBIENCE#GENERAL,"The atmosphere was pretty nice but had a bit lacking, which it tries to make up for with a crazy scheme of mirrors.",negative,ABSA16_Restaurants_Train_SB1_v2.csv
1582,AMBIENCE#GENERAL,"If you're into being lost when you're just five feet from your table then hey, that's a good thing.",negative,ABSA16_Restaurants_Train_SB1_v2.csv
1586,AMBIENCE#GENERAL,Not a very fancy place but very good Chinese style Indian food.,neutral,ABSA16_Restaurants_Train_SB1_v2.csv
1617,AMBIENCE#GENERAL,The only thing that strikes you is the decor?(not very pleasant).,negative,ABSA16_Restaurants_Train_SB1_v2.csv
1623,AMBIENCE#GENERAL,"Even though the place is not beautiful, the food speaks for itself.",negative,ABSA16_Restaurants_Train_SB1_v2.csv
1630,AMBIENCE#GENERAL,"The DJ is awesome, I have been there for my birthday and a bunch of other times with friends and I keep going back.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1638,AMBIENCE#GENERAL,"Wish NY had more of these kind of places: intimate, superb food, homey, top notch all the way around, certainly worth the wait.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1646,AMBIENCE#GENERAL,What you are paying for is the environment and the name.,neutral,ABSA16_Restaurants_Train_SB1_v2.csv
1647,AMBIENCE#GENERAL,"Yes, the place is classy and beautiful, but they most certainly target the uber whealthy Not the common joe that wants to go all out every once in a while.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1665,AMBIENCE#GENERAL,The environment is very upscale and you will see a lot of rich guys with trophy wives or just highly paid escorts.,neutral,ABSA16_Restaurants_Train_SB1_v2.csv
1681,AMBIENCE#GENERAL,The place is beautiful!,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1758,AMBIENCE#GENERAL,Gorgeous place ideal for a romantic dinner,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1794,AMBIENCE#GENERAL,Possibly the Most Romantic Restaurant in the City,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1797,AMBIENCE#GENERAL,"If you’re planning to come here, make sure that your date is someone whom you really like since you’ll be ushered to private booths where there will be no people or food watching (choose the ones on the ground level that have glass ceilings so you may see the stars in the sky!).",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1798,AMBIENCE#GENERAL,It’s just you and your date and an occasional cute ‘excuse me’ before the waiter opens the little curtain to your booth!,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1835,AMBIENCE#GENERAL,"This place has totally weird decor, stairs going up with mirrored walls - I am surprised how no one yet broke their head or fall off the stairs - mirrored walls make you dizzy and delusional...",negative,ABSA16_Restaurants_Train_SB1_v2.csv
1836,AMBIENCE#GENERAL,This place is not inviting and the food is totally weird.,negative,ABSA16_Restaurants_Train_SB1_v2.csv
1852,AMBIENCE#GENERAL,"Regardless, we'll be back and can't wait to visit in the summer to take advantage of the patio.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1862,AMBIENCE#GENERAL,"The place has a nice fit-out, some attractive furnishings and, from what I could tell, a reasonable wine list (I was given the food menu when I asked for the carte des vins)",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1897,AMBIENCE#GENERAL,"I'll being with a couple of positives: cool decor, good pita and hummus, and grilled octopus that was actually pretty tasty.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1907,AMBIENCE#GENERAL,It is quite a spectacular scene i'll give them that.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1908,AMBIENCE#GENERAL,The decor however seems to be the distraction so you won't notice that you just payed 300 bucks for some cold eggplant that took 2 FRICKIN HOURS TO COME!!!!,neutral,ABSA16_Restaurants_Train_SB1_v2.csv
1949,AMBIENCE#GENERAL,Great Atmosphere,positive,ABSA16_Restaurants_Train_SB1_v2.csv
1952,AMBIENCE#GENERAL,"Cool atmosphere, the fire place in the back really ads to it but needs a bit more heat throughout on a cold night.",positive,ABSA16_Restaurants_Train_SB1_v2.csv
1991,AMBIENCE#GENERAL,The design of the space is good.,positive,ABSA16_Restaurants_Train_SB1_v2.csv
22,SUPPORT#QUALITY,"Yet, HP won't do anything about the problem.",negative,ABSA16_Laptops_Train_SB1_v2.csv
23,SUPPORT#QUALITY,I returned the computer to HP and they kept it for 3 months.,negative,ABSA16_Laptops_Train_SB1_v2.csv
24,SUPPORT#QUALITY,When I got the computer back and realizwed it still was not correct HP told me it was out of warranty and now it was my problem.,negative,ABSA16_Laptops_Train_SB1_v2.csv
28,SUPPORT#QUALITY,"Well, they don't care a bunch.",negative,ABSA16_Laptops_Train_SB1_v2.csv
29,SUPPORT#QUALITY,"But, at the same time they (the company) would not and could not do anything about my problem.",negative,ABSA16_Laptops_Train_SB1_v2.csv
82,SUPPORT#QUALITY,This is my first Dell I heard their customer service was lacking and that they were working on improving it!,neutral,ABSA16_Laptops_Train_SB1_v2.csv
85,SUPPORT#QUALITY,They sent me a replacement part and without informing me are requiring that I return it within 15 days or contact them and let them know the broken part will be returned later.,negative,ABSA16_Laptops_Train_SB1_v2.csv
87,SUPPORT#QUALITY,If this is an improvement in Customer Service then I would hate too see what it was before!,negative,ABSA16_Laptops_Train_SB1_v2.csv
88,SUPPORT#QUALITY,I spoke to 4 different people and was told they needed to transfer me to a 5th person!,negative,ABSA16_Laptops_Train_SB1_v2.csv
89,SUPPORT#QUALITY,Needless to say I told them No and have a nice day and hung up!,negative,ABSA16_Laptops_Train_SB1_v2.csv
110,SUPPORT#QUALITY,Acer won't replace the laptop.,negative,ABSA16_Laptops_Train_SB1_v2.csv
122,SUPPORT#QUALITY,It took Toshiba tech support 4 calls and 4 different techs to correct the problem.,negative,ABSA16_Laptops_Train_SB1_v2.csv
139,SUPPORT#QUALITY,I called Toshiba and they want me to be without my laptop for about two weeks while they look at the problem.,negative,ABSA16_Laptops_Train_SB1_v2.csv
140,SUPPORT#QUALITY,I think I might rather suffer for something that is simple to fix in my opinion.,negative,ABSA16_Laptops_Train_SB1_v2.csv
143,SUPPORT#QUALITY,And having to deal with the company has been a even worse nightmare.,negative,ABSA16_Laptops_Train_SB1_v2.csv
145,SUPPORT#QUALITY,They sent it back with a huge crack in it and it still didn't work.,negative,ABSA16_Laptops_Train_SB1_v2.csv
146,SUPPORT#QUALITY,And that was the fourth time ive sent it to them to get fixed.,negative,ABSA16_Laptops_Train_SB1_v2.csv
147,SUPPORT#QUALITY,Its been a year and am still waiting to see what there going to do about my laptop.,negative,ABSA16_Laptops_Train_SB1_v2.csv
299,SUPPORT#QUALITY,The service I received from Toshiba went above and beyond the call of duty.,positive,ABSA16_Laptops_Train_SB1_v2.csv
304,SUPPORT#QUALITY,I cannot be happier with the service or product.,positive,ABSA16_Laptops_Train_SB1_v2.csv
306,SUPPORT#QUALITY,after much effort and 10 days ASUS replaced it,negative,ABSA16_Laptops_Train_SB1_v2.csv
350,SUPPORT#QUALITY,"I've had to call Apple support to set up my new printer and have had wonderful experiences with helpful, english speaking (from Vancouver) techs that walked me through the processes to help me.",positive,ABSA16_Laptops_Train_SB1_v2.csv
365,SUPPORT#QUALITY,"Still under warrenty so called Toshiba, no help at all.",negative,ABSA16_Laptops_Train_SB1_v2.csv
379,SUPPORT#QUALITY,"Toshiba customer services will indirectly deal with your problems by constantly tranferring you from one country to another, and I am not kidding you, I called different hours of the day and you'll get someone else from another country trying to get you to tell them your life story all over again, since they make it sound like they don't have your history list of your calls right in front of them.",negative,ABSA16_Laptops_Train_SB1_v2.csv
