,aspect,document,sentiment,dataset
374,KEYBOARD#OPERATION_PERFORMANCE,I still can't pair it.,,EN_LAPT_SB1_TEST_.B.csv
372,KEYBOARD#OPERATION_PERFORMANCE,It flickers briefly to green before the light goes out.,,EN_LAPT_SB1_TEST_.B.csv
390,KEYBOARD#OPERATION_PERFORMANCE,I bought a protector for my key pad and it works great :),positive,ABSA16_Laptops_Train_SB1_v2.csv
369,KEYBOARD#OPERATION_PERFORMANCE,I even ran it as Administrator -- still no effect.,,EN_LAPT_SB1_TEST_.B.csv
375,KEYBOARD#OPERATION_PERFORMANCE,I don't want to carry around a bluetooth keyboard for a computer whose keyboard is nonfunctional.,,EN_LAPT_SB1_TEST_.B.csv
1317,KEYBOARD#OPERATION_PERFORMANCE,"It gets stuck all of the time you use it, and you have to keep tapping on it to get it to work.",negative,ABSA16_Laptops_Train_SB1_v2.csv
365,KEYBOARD#OPERATION_PERFORMANCE,"The wireless keyboard (not bluetooth, but RF) did not pair up with the device.",,EN_LAPT_SB1_TEST_.B.csv
1315,KEYBOARD#OPERATION_PERFORMANCE,"Also, I have had alot of trouble with the keys sticking and will not type correctly.",negative,ABSA16_Laptops_Train_SB1_v2.csv
804,MOUSE#USABILITY,I went through the settings and there isn't a way to fix it.,,EN_LAPT_SB1_TEST_.B.csv
1500,MOUSE#USABILITY,"The touchpad is very intuitive, so much so that I never want to use buttons to click again!",positive,ABSA16_Laptops_Train_SB1_v2.csv
1195,MOUSE#USABILITY,Since I've had this computer I've only used the trackpad because it is so nice and smooth.,positive,ABSA16_Laptops_Train_SB1_v2.csv
1523,MOUSE#USABILITY,the mouse buttons are hard to push.,negative,ABSA16_Laptops_Train_SB1_v2.csv
612,MOUSE#USABILITY,This one doesn't do that.,,EN_LAPT_SB1_TEST_.B.csv
1948,MOUSE#USABILITY,"I can't use the Trackpad very well, it's too sensitive, so I hooked up a mouse.",negative,ABSA16_Laptops_Train_SB1_v2.csv
86,MOUSE#USABILITY,"Also I have found the touch pad to be awkward to use (could be I am pressing too hard perhaps), and the screen is    well   underwhelming.",,EN_LAPT_SB1_TEST_.B.csv
656,MOUSE#USABILITY,It's just a matter of getting used to the touch-pad commands.,,EN_LAPT_SB1_TEST_.B.csv
803,MOUSE#USABILITY,When I attach a mouse it's fine but the touchpad is really annoying.,,EN_LAPT_SB1_TEST_.B.csv
77,MOUSE#USABILITY,I also found the track pad irritating until I disabled &quot;pinch zoom.&quot;,,EN_LAPT_SB1_TEST_.B.csv
323,MEMORY#DESIGN_FEATURES,I know once I upgrade the ram to 8GB it will pick up a lot.,,EN_LAPT_SB1_TEST_.B.csv
603,MEMORY#DESIGN_FEATURES,It has a lot of memory and a great battery life.,positive,ABSA16_Laptops_Train_SB1_v2.csv
682,MEMORY#DESIGN_FEATURES,"the only problem is that i had to add 1 gb RAM, the computer was kinda slow.",negative,ABSA16_Laptops_Train_SB1_v2.csv
2483,MEMORY#DESIGN_FEATURES,"Also, I have no regrets about going with the 8GB RAM because its super fast.",positive,ABSA16_Laptops_Train_SB1_v2.csv
105,MEMORY#DESIGN_FEATURES,This has much more memory and ram memory.,,EN_LAPT_SB1_TEST_.B.csv
296,MEMORY#DESIGN_FEATURES,The Pros:  A Ton of Storage Space- This laptop comes with 8GB of memory and a 1 TB (1000GB) hard drive.,,EN_LAPT_SB1_TEST_.B.csv
965,MEMORY#DESIGN_FEATURES,"It has plenty of memory, lots of hard drive, and great graphics.",positive,ABSA16_Laptops_Train_SB1_v2.csv
1670,MEMORY#DESIGN_FEATURES,The difference is the Toshiba had a lot more memory and hard drive space.,positive,ABSA16_Laptops_Train_SB1_v2.csv
756,MEMORY#DESIGN_FEATURES,"The 2 GB of RAM is plenty, able to run Windows 7 and at least 2 or 3 other programs with next to no slowdown.",positive,ABSA16_Laptops_Train_SB1_v2.csv
527,MEMORY#DESIGN_FEATURES,"2. 8 gig ram needed if you are as productive as I am (DJ, photography, movie making, etc) its quick!",,EN_LAPT_SB1_TEST_.B.csv
154,HARD_DISC#QUALITY,In the first moth of owning this computer its hardrive failed which had to be replaced.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1371,HARD_DISC#QUALITY,Anyways I bought this two months ago and when I first brought it home it kept giving me a message about a vibration in the hard drive and it is putting it temporaly in save zone.,negative,ABSA16_Laptops_Train_SB1_v2.csv
2216,HARD_DISC#QUALITY,Says it is failing hard drive.,negative,ABSA16_Laptops_Train_SB1_v2.csv
2068,HARD_DISC#QUALITY,The hdd has a scratching noise.,negative,ABSA16_Laptops_Train_SB1_v2.csv
791,HARD_DISC#QUALITY,"I actually had the hard drive replaced twice, the mother board once, the dvd drive twice, then they FINALLY agreed to replace it, (ALL OF THIS IN LESS THAN 1 1/2 YEARS!)only to get another ""HP/Compaq"" piece of crap.",negative,ABSA16_Laptops_Train_SB1_v2.csv
662,HARD_DISC#QUALITY,"Within the first few months that I bought it, there was clearly a problem with the hard drive.",,EN_LAPT_SB1_TEST_.B.csv
1321,HARD_DISC#QUALITY,After the warrenty expired the hard drive went bad and it would have cost more to fix then to replace.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1512,HARD_DISC#QUALITY,"The hard drive crashed as well, and I had to buy a new  power cord.",negative,ABSA16_Laptops_Train_SB1_v2.csv
109,HARD_DISC#QUALITY,This just keeps having it's hard drive replaced!,negative,ABSA16_Laptops_Train_SB1_v2.csv
1687,HARD_DISC#QUALITY,Then the hard drive failed;,negative,ABSA16_Laptops_Train_SB1_v2.csv
1529,GRAPHICS#GENERAL,the graphics are awful and the wireless switch it at the top rather than the side which I am used to it being on the side.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1556,GRAPHICS#GENERAL,I was said it's videocard.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1295,GRAPHICS#GENERAL,The graphics are great.,positive,ABSA16_Laptops_Train_SB1_v2.csv
1571,GRAPHICS#GENERAL,Awesome graphics!,positive,ABSA16_Laptops_Train_SB1_v2.csv
1134,GRAPHICS#GENERAL,"With awesome graphics and assuring security, it's perfect!",positive,ABSA16_Laptops_Train_SB1_v2.csv
582,GRAPHICS#GENERAL,"Love the graphics, awesome programs (including Garageband), and really cool default background.",positive,ABSA16_Laptops_Train_SB1_v2.csv
2391,GRAPHICS#GENERAL,"Don't expect great graphics, though.",neutral,ABSA16_Laptops_Train_SB1_v2.csv
1433,GRAPHICS#GENERAL,"It's graphics aren't bad at all, for the lower end of the MacBook Pro spectrum, easily capable of running StarCraft II and other games with comparable graphics.",positive,ABSA16_Laptops_Train_SB1_v2.csv
614,GRAPHICS#GENERAL,The graphics are stunning.,positive,ABSA16_Laptops_Train_SB1_v2.csv
1549,GRAPHICS#GENERAL,Weaknesses:A bad videocard!,negative,ABSA16_Laptops_Train_SB1_v2.csv
20,BATTERY#QUALITY,The battery has never worked well.,negative,ABSA16_Laptops_Train_SB1_v2.csv
428,BATTERY#QUALITY,"I did have to replace the battery once, but that was only a couple months ago and it's been working perfect ever since.",neutral,ABSA16_Laptops_Train_SB1_v2.csv
155,BATTERY#QUALITY,After replacing the hard drive the battery stopped working  (3 months of use) which was frustrating.,negative,ABSA16_Laptops_Train_SB1_v2.csv
767,BATTERY#QUALITY,"The battery lasted 12 months, then pffft.....gone.",,EN_LAPT_SB1_TEST_.B.csv
749,BATTERY#QUALITY,"Other than that battery issue and the battery life does not last too long, I'm pretty happy with the computer.",,EN_LAPT_SB1_TEST_.B.csv
269,BATTERY#QUALITY,My daughter's MacBook Air battery bulged deforming the keyboard several days ago.,,EN_LAPT_SB1_TEST_.B.csv
21,BATTERY#QUALITY,The battery gets so HOT it is scary.,negative,ABSA16_Laptops_Train_SB1_v2.csv
1539,BATTERY#QUALITY,"2 months later, the battery went.",negative,ABSA16_Laptops_Train_SB1_v2.csv
283,BATTERY#QUALITY,Please Google 'MacBook battery bulge explode' before you buy your next Apple toy.,,EN_LAPT_SB1_TEST_.B.csv
1711,BATTERY#QUALITY,Later it held zero charge and its replacement worked for less than three months.,negative,ABSA16_Laptops_Train_SB1_v2.csv
2392,KEYBOARD#GENERAL,"The keyboard and sound are great, and the matte screen works well.",positive,ABSA16_Laptops_Train_SB1_v2.csv
1158,KEYBOARD#GENERAL,Keyboard is great but primary and secondary control buttons could be more durable.,positive,ABSA16_Laptops_Train_SB1_v2.csv
343,KEYBOARD#GENERAL,2. Keyboard is great,,EN_LAPT_SB1_TEST_.B.csv
212,KEYBOARD#GENERAL,"Good keyboard, long battery life, largest hard drive and windows 7.",positive,ABSA16_Laptops_Train_SB1_v2.csv
1568,KEYBOARD#GENERAL,"Did I mention everything about it, from size to weight to keyboard screams BULK?",negative,ABSA16_Laptops_Train_SB1_v2.csv
1778,KEYBOARD#GENERAL,Excellent keyboard and crisp screen.,positive,ABSA16_Laptops_Train_SB1_v2.csv
574,KEYBOARD#GENERAL,"Keyboard is great, very quiet for all the typing that I do.",positive,ABSA16_Laptops_Train_SB1_v2.csv
541,KEYBOARD#GENERAL,"while the keyboard itself is alright, the plate around it is cheap plastic and makes a hollow sound when using the mouse command buttons.",neutral,ABSA16_Laptops_Train_SB1_v2.csv
1098,KEYBOARD#GENERAL,Keyboard was also very nice and had a solid feel.,positive,ABSA16_Laptops_Train_SB1_v2.csv
2407,KEYBOARD#GENERAL,"Keyboard is nice and windows 8.1 is great, worried about that coming from xp.",positive,ABSA16_Laptops_Train_SB1_v2.csv
